run_id,task_id,detector,stop_step,stop_utility,oracle_step,oracle_utility,oracle_gap,false_early,false_late,false_late_severity,out_of_sample
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,answer_stability,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,entropy_plateau,11,-0.5,2,-0.05,0.45,0,1,9,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,hazard_drift,8,-0.35,2,-0.05,0.3,0,1,6,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00008_e894d48c__temp0.10__seed7,math_test_00008_e894d48c,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,answer_stability,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,entropy_plateau,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,hazard_drift,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00009_99c62e67__temp1.00__seed7,math_test_00009_99c62e67,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,oracle,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,first_answer,1,0.0,2,0.95,0.95,1,0,0,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,verifier_first_correct,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,answer_stability,14,-0.65,2,0.95,1.6,0,1,12,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,entropy_plateau,14,-0.65,2,0.95,1.6,0,1,12,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,empirical_bernstein,13,-0.6000000000000001,2,0.95,1.55,0,1,11,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,e_process,3,-0.1,2,0.95,1.05,0,1,1,1
phi_4_mini_instruct__math_test_00011_3e051151__temp0.60__seed7,math_test_00011_3e051151,never_stop,14,-0.65,2,0.95,1.6,0,1,12,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,answer_stability,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,entropy_plateau,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00013_3fae6c79__temp0.10__seed7,math_test_00013_3fae6c79,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,oracle,5,0.8,5,0.8,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,first_answer,1,1.0,5,0.8,-0.19999999999999996,1,0,0,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,verifier_first_correct,1,1.0,5,0.8,-0.19999999999999996,1,0,0,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,answer_stability,14,-0.65,5,0.8,1.4500000000000002,0,1,9,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,entropy_plateau,12,0.4499999999999999,5,0.8,0.35000000000000014,0,1,7,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,hazard_drift,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,empirical_bernstein,13,0.3999999999999999,5,0.8,0.40000000000000013,0,1,8,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,e_process,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__math_test_00014_4bed628b__temp1.00__seed7,math_test_00014_4bed628b,never_stop,14,-0.65,5,0.8,1.4500000000000002,0,1,9,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,oracle,8,0.6499999999999999,8,0.6499999999999999,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,first_answer,1,0.0,8,0.6499999999999999,0.6499999999999999,1,0,0,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,verifier_first_correct,8,0.6499999999999999,8,0.6499999999999999,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,answer_stability,14,0.35,8,0.6499999999999999,0.29999999999999993,0,1,6,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,entropy_plateau,14,0.35,8,0.6499999999999999,0.29999999999999993,0,1,6,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,hazard_drift,8,0.6499999999999999,8,0.6499999999999999,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,empirical_bernstein,13,-0.6000000000000001,8,0.6499999999999999,1.25,0,1,5,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,e_process,3,-0.1,8,0.6499999999999999,0.7499999999999999,1,0,0,1
phi_4_mini_instruct__math_test_00016_da610902__temp0.60__seed7,math_test_00016_da610902,never_stop,14,0.35,8,0.6499999999999999,0.29999999999999993,0,1,6,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,oracle,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,empirical_bernstein,13,-0.6000000000000001,2,0.95,1.55,0,1,11,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,e_process,3,0.9,2,0.95,0.04999999999999993,0,1,1,1
phi_4_mini_instruct__math_test_00018_407dceb0__temp0.10__seed7,math_test_00018_407dceb0,never_stop,14,-0.65,2,0.95,1.6,0,1,12,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,first_answer,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,verifier_first_correct,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,answer_stability,5,-0.2,2,-0.05,0.15000000000000002,0,1,3,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,entropy_plateau,5,-0.2,2,-0.05,0.15000000000000002,0,1,3,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00019_646b1b85__temp1.00__seed7,math_test_00019_646b1b85,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,first_answer,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,verifier_first_correct,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,answer_stability,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,entropy_plateau,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,hazard_drift,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00021_b40f659d__temp0.60__seed7,math_test_00021_b40f659d,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,answer_stability,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,entropy_plateau,6,-0.25,2,-0.05,0.2,0,1,4,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,hazard_drift,6,-0.25,2,-0.05,0.2,0,1,4,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00023_998c2d9c__temp0.10__seed7,math_test_00023_998c2d9c,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,answer_stability,12,-0.55,2,-0.05,0.5,0,1,10,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,entropy_plateau,12,-0.55,2,-0.05,0.5,0,1,10,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,hazard_drift,6,-0.25,2,-0.05,0.2,0,1,4,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00024_f928c750__temp1.00__seed7,math_test_00024_f928c750,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,oracle,4,0.85,4,0.85,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,first_answer,1,0.0,4,0.85,0.85,1,0,0,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,verifier_first_correct,4,0.85,4,0.85,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,answer_stability,7,-0.3,4,0.85,1.15,0,1,3,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,entropy_plateau,7,-0.3,4,0.85,1.15,0,1,3,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,hazard_drift,6,-0.25,4,0.85,1.1,0,1,2,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,empirical_bernstein,13,-0.6000000000000001,4,0.85,1.4500000000000002,0,1,9,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,e_process,3,-0.1,4,0.85,0.95,1,0,0,1
phi_4_mini_instruct__math_test_00026_4945051e__temp0.60__seed7,math_test_00026_4945051e,never_stop,14,-0.65,4,0.85,1.5,0,1,10,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,answer_stability,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,entropy_plateau,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__math_test_00028_a585adcc__temp0.10__seed7,math_test_00028_a585adcc,never_stop,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,oracle,6,0.75,6,0.75,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,first_answer,1,0.0,6,0.75,0.75,1,0,0,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,verifier_first_correct,6,0.75,6,0.75,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,answer_stability,14,-0.65,6,0.75,1.4,0,1,8,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,entropy_plateau,14,-0.65,6,0.75,1.4,0,1,8,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,hazard_drift,6,0.75,6,0.75,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,empirical_bernstein,13,-0.6000000000000001,6,0.75,1.35,0,1,7,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,e_process,3,-0.1,6,0.75,0.85,1,0,0,1
phi_4_mini_instruct__math_test_00029_1b84e405__temp1.00__seed7,math_test_00029_1b84e405,never_stop,14,-0.65,6,0.75,1.4,0,1,8,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,verifier_first_correct,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,answer_stability,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,entropy_plateau,14,-0.65,2,-0.05,0.6,0,1,12,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,hazard_drift,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,empirical_bernstein,13,-0.6000000000000001,2,-0.05,0.55,0,1,11,1
phi_4_mini_instruct__math_test_00031_1bbccbd2__temp0.60__seed7,math_test_00031_1bbccbd2,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
