run_id,task_id,detector,stop_step,stop_utility,oracle_step,oracle_utility,oracle_gap,false_early,false_late,false_late_severity
qwen2p5_7b__gsm8k_train_00000_b5828bc4__temp1.00__seed7,gsm8k_train_00000_b5828bc4,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00000_b5828bc4__temp1.00__seed7,gsm8k_train_00000_b5828bc4,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,answer_stability,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,entropy_plateau,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,hazard_drift,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.10__seed7,gsm8k_train_00001_3691caf7,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,answer_stability,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,entropy_plateau,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,hazard_drift,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp0.60__seed7,gsm8k_train_00001_3691caf7,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,answer_stability,5,0.8,1,1.0,0.19999999999999996,0,1,4
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,entropy_plateau,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,hazard_drift,4,0.85,1,1.0,0.15000000000000002,0,1,3
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00001_3691caf7__temp1.00__seed7,gsm8k_train_00001_3691caf7,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,answer_stability,5,0.8,1,1.0,0.19999999999999996,0,1,4
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,entropy_plateau,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,hazard_drift,4,0.85,1,1.0,0.15000000000000002,0,1,3
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.10__seed7,gsm8k_train_00002_ae407466,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,answer_stability,3,-0.1,1,0.0,0.1,0,1,2
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,entropy_plateau,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,hazard_drift,3,-0.1,1,0.0,0.1,0,1,2
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00002_ae407466__temp0.60__seed7,gsm8k_train_00002_ae407466,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,answer_stability,8,-0.35,1,0.0,0.35,0,1,7
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,entropy_plateau,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,hazard_drift,8,-0.35,1,0.0,0.35,0,1,7
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00002_ae407466__temp1.00__seed7,gsm8k_train_00002_ae407466,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,answer_stability,6,0.75,1,1.0,0.25,0,1,5
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,entropy_plateau,6,0.75,1,1.0,0.25,0,1,5
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,hazard_drift,5,0.8,1,1.0,0.19999999999999996,0,1,4
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.10__seed7,gsm8k_train_00003_135cf83f,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,answer_stability,5,0.8,1,1.0,0.19999999999999996,0,1,4
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,entropy_plateau,8,0.6499999999999999,1,1.0,0.3500000000000001,0,1,7
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,hazard_drift,4,0.85,1,1.0,0.15000000000000002,0,1,3
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp0.60__seed7,gsm8k_train_00003_135cf83f,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,answer_stability,4,0.85,1,1.0,0.15000000000000002,0,1,3
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,entropy_plateau,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,hazard_drift,4,0.85,1,1.0,0.15000000000000002,0,1,3
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,empirical_bernstein,9,0.6,1,1.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,e_process,7,0.7,1,1.0,0.30000000000000004,0,1,6
qwen2p5_7b__gsm8k_train_00003_135cf83f__temp1.00__seed7,gsm8k_train_00003_135cf83f,never_stop,10,0.55,1,1.0,0.44999999999999996,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,answer_stability,5,-0.2,1,0.0,0.2,0,1,4
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,entropy_plateau,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,hazard_drift,5,-0.2,1,0.0,0.2,0,1,4
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.10__seed7,gsm8k_train_00004_3ee48c01,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,answer_stability,4,-0.15,1,0.0,0.15,0,1,3
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,entropy_plateau,5,-0.2,1,0.0,0.2,0,1,4
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,hazard_drift,4,-0.15,1,0.0,0.15,0,1,3
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp0.60__seed7,gsm8k_train_00004_3ee48c01,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,answer_stability,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,entropy_plateau,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,hazard_drift,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00004_3ee48c01__temp1.00__seed7,gsm8k_train_00004_3ee48c01,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,oracle,10,0.55,10,0.55,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,first_answer,1,0.0,10,0.55,0.55,1,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,verifier_first_correct,10,0.55,10,0.55,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,answer_stability,10,0.55,10,0.55,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,entropy_plateau,8,-0.35,10,0.55,0.9,1,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,hazard_drift,4,-0.15,10,0.55,0.7000000000000001,1,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,empirical_bernstein,9,-0.4,10,0.55,0.9500000000000001,1,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,e_process,7,-0.3,10,0.55,0.8500000000000001,1,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.10__seed7,gsm8k_train_00005_d0817615,never_stop,10,0.55,10,0.55,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,oracle,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,first_answer,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,verifier_first_correct,1,1.0,1,1.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,answer_stability,10,-0.45,1,1.0,1.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,entropy_plateau,10,-0.45,1,1.0,1.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,hazard_drift,10,-0.45,1,1.0,1.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,empirical_bernstein,9,-0.4,1,1.0,1.4,0,1,8
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,e_process,7,-0.3,1,1.0,1.3,0,1,6
qwen2p5_7b__gsm8k_train_00005_d0817615__temp0.60__seed7,gsm8k_train_00005_d0817615,never_stop,10,-0.45,1,1.0,1.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,first_answer,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,verifier_first_correct,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,answer_stability,5,-0.2,1,0.0,0.2,0,1,4
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,entropy_plateau,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,hazard_drift,3,-0.1,1,0.0,0.1,0,1,2
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,empirical_bernstein,9,-0.4,1,0.0,0.4,0,1,8
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,e_process,7,-0.3,1,0.0,0.3,0,1,6
qwen2p5_7b__gsm8k_train_00005_d0817615__temp1.00__seed7,gsm8k_train_00005_d0817615,never_stop,10,-0.45,1,0.0,0.45,0,1,9
qwen2p5_7b__gsm8k_train_00006_4cf43e2d__temp0.10__seed7,gsm8k_train_00006_4cf43e2d,oracle,1,0.0,1,0.0,0.0,0,0,0
qwen2p5_7b__gsm8k_train_00006_4cf43e2d__temp0.10__seed7,gsm8k_train_00006_4cf43e2d,first_answer,1,0.0,1,0.0,0.0,0,0,0
