run_id,task_id,detector,stop_step,stop_utility,oracle_step,oracle_utility,oracle_gap,false_early,false_late,false_late_severity,out_of_sample
phi_4_mini_instruct__gpqa_main_00002_1250771f__temp1.00__seed7,gpqa_main_00002_1250771f,e_process,3,-0.1,2,0.95,1.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00002_1250771f__temp1.00__seed7,gpqa_main_00002_1250771f,never_stop,10,0.55,2,0.95,0.3999999999999999,0,1,8,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00004_265cc24d__temp0.60__seed7,gpqa_main_00004_265cc24d,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,answer_stability,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,entropy_plateau,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00006_3739a204__temp0.10__seed7,gpqa_main_00006_3739a204,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,oracle,5,0.8,5,0.8,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,first_answer,1,1.0,5,0.8,-0.19999999999999996,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,verifier_first_correct,1,1.0,5,0.8,-0.19999999999999996,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,answer_stability,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,entropy_plateau,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,hazard_drift,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,empirical_bernstein,9,0.6,5,0.8,0.20000000000000007,0,1,4,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,e_process,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00007_6c27f522__temp1.00__seed7,gpqa_main_00007_6c27f522,never_stop,10,-0.45,5,0.8,1.25,0,1,5,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,oracle,10,0.55,10,0.55,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,first_answer,1,1.0,10,0.55,-0.44999999999999996,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,verifier_first_correct,1,1.0,10,0.55,-0.44999999999999996,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,answer_stability,10,0.55,10,0.55,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,entropy_plateau,3,-0.1,10,0.55,0.65,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,hazard_drift,3,-0.1,10,0.55,0.65,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,empirical_bernstein,9,-0.4,10,0.55,0.9500000000000001,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,e_process,3,-0.1,10,0.55,0.65,1,0,0,1
phi_4_mini_instruct__gpqa_main_00009_a047a4da__temp0.60__seed7,gpqa_main_00009_a047a4da,never_stop,10,0.55,10,0.55,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,answer_stability,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,entropy_plateau,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00011_159b66c2__temp0.10__seed7,gpqa_main_00011_159b66c2,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,answer_stability,4,-0.15,2,-0.05,0.09999999999999999,0,1,2,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,entropy_plateau,8,-0.35,2,-0.05,0.3,0,1,6,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00012_33e3f184__temp1.00__seed7,gpqa_main_00012_33e3f184,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,first_answer,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,verifier_first_correct,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,answer_stability,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,entropy_plateau,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00014_cc7b0408__temp0.60__seed7,gpqa_main_00014_cc7b0408,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,oracle,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,first_answer,1,0.0,3,0.9,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,answer_stability,7,0.7,3,0.9,0.20000000000000007,0,1,4,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,entropy_plateau,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,hazard_drift,2,-0.05,3,0.9,0.9500000000000001,1,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,empirical_bernstein,9,0.6,3,0.9,0.30000000000000004,0,1,6,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,e_process,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00016_fc851e3b__temp0.10__seed7,gpqa_main_00016_fc851e3b,never_stop,10,0.55,3,0.9,0.35,0,1,7,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,oracle,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,first_answer,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,verifier_first_correct,1,1.0,2,0.95,-0.050000000000000044,1,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,answer_stability,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,entropy_plateau,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,hazard_drift,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,empirical_bernstein,9,0.6,2,0.95,0.35,0,1,7,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,e_process,3,0.9,2,0.95,0.04999999999999993,0,1,1,1
phi_4_mini_instruct__gpqa_main_00017_2e9ec04d__temp1.00__seed7,gpqa_main_00017_2e9ec04d,never_stop,10,0.55,2,0.95,0.3999999999999999,0,1,8,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,oracle,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,first_answer,1,0.0,3,0.9,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,verifier_first_correct,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,answer_stability,6,-0.25,3,0.9,1.15,0,1,3,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,entropy_plateau,6,-0.25,3,0.9,1.15,0,1,3,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,hazard_drift,6,-0.25,3,0.9,1.15,0,1,3,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,empirical_bernstein,9,-0.4,3,0.9,1.3,0,1,6,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,e_process,3,0.9,3,0.9,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00019_9002350e__temp0.60__seed7,gpqa_main_00019_9002350e,never_stop,10,-0.45,3,0.9,1.35,0,1,7,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,first_answer,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,verifier_first_correct,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,answer_stability,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,entropy_plateau,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,hazard_drift,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00021_766a20c4__temp0.10__seed7,gpqa_main_00021_766a20c4,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,answer_stability,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,entropy_plateau,6,-0.25,2,-0.05,0.2,0,1,4,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,hazard_drift,6,-0.25,2,-0.05,0.2,0,1,4,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00022_f1830e1a__temp1.00__seed7,gpqa_main_00022_f1830e1a,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,oracle,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,first_answer,1,0.0,2,0.95,0.95,1,0,0,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,verifier_first_correct,2,0.95,2,0.95,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,answer_stability,10,-0.45,2,0.95,1.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,entropy_plateau,6,-0.25,2,0.95,1.2,0,1,4,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,hazard_drift,3,-0.1,2,0.95,1.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,empirical_bernstein,9,-0.4,2,0.95,1.35,0,1,7,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,e_process,3,-0.1,2,0.95,1.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00024_09d249e2__temp0.60__seed7,gpqa_main_00024_09d249e2,never_stop,10,-0.45,2,0.95,1.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,first_answer,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,verifier_first_correct,1,1.0,2,-0.05,-1.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,answer_stability,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,entropy_plateau,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,empirical_bernstein,9,-0.4,2,-0.05,0.35000000000000003,0,1,7,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,e_process,3,-0.1,2,-0.05,0.05,0,1,1,1
phi_4_mini_instruct__gpqa_main_00026_c9f73204__temp0.10__seed7,gpqa_main_00026_c9f73204,never_stop,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,oracle,5,0.8,5,0.8,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,first_answer,1,0.0,5,0.8,0.8,1,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,verifier_first_correct,5,0.8,5,0.8,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,answer_stability,10,0.55,5,0.8,0.25,0,1,5,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,entropy_plateau,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,hazard_drift,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,empirical_bernstein,9,0.6,5,0.8,0.20000000000000007,0,1,4,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,e_process,3,-0.1,5,0.8,0.9,1,0,0,1
phi_4_mini_instruct__gpqa_main_00027_c27e0667__temp1.00__seed7,gpqa_main_00027_c27e0667,never_stop,10,0.55,5,0.8,0.25,0,1,5,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,oracle,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,first_answer,1,0.0,2,-0.05,-0.05,1,0,0,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,verifier_first_correct,10,-0.45,2,-0.05,0.4,0,1,8,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,answer_stability,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,entropy_plateau,2,-0.05,2,-0.05,0.0,0,0,0,1
phi_4_mini_instruct__gpqa_main_00029_dd14b86f__temp0.60__seed7,gpqa_main_00029_dd14b86f,hazard_drift,2,-0.05,2,-0.05,0.0,0,0,0,1
