run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,temperature,seed,prompt_mode,system_prompt_mode,is_baseline,ever_correct,correct_at_step_1,oracle_stop,first_correct_step,first_model_stop_step,revision_count,best_utility,final_correct,device
qwen2p5_7b__math_test_00011_3e051151__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00011_3e051151,math,MATH 2,math,11,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00012_2ce46331__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00012_2ce46331,math,MATH 5,math,12,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen2p5_7b__math_test_00013_3fae6c79__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00013_3fae6c79,math,MATH 3,math,13,0.6,7,structured_four_line,default,0,1,0,4,4,4,2,0.85,0,cuda
qwen2p5_7b__math_test_00014_4bed628b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00014_4bed628b,math,MATH 4,math,14,0.6,7,structured_four_line,default,0,1,0,4,4,3,3,0.85,1,cuda
qwen2p5_7b__math_test_00015_04ca2ad3__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00015_04ca2ad3,math,MATH 2,math,15,0.6,7,structured_four_line,default,0,0,0,1,5,2,0,0.0,0,cuda
qwen2p5_7b__math_test_00016_da610902__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00016_da610902,math,MATH 1,math,16,0.6,7,structured_four_line,default,0,1,1,1,1,3,0,1.0,1,cuda
qwen2p5_7b__math_test_00017_c6ed297b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00017_c6ed297b,math,MATH 1,math,17,0.6,7,structured_four_line,default,0,1,1,1,1,2,0,1.0,1,cuda
qwen2p5_7b__math_test_00018_407dceb0__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00018_407dceb0,math,MATH 3,math,18,0.6,7,structured_four_line,default,0,0,0,1,5,2,0,0.0,0,cuda
qwen2p5_7b__math_test_00019_646b1b85__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00019_646b1b85,math,MATH 4,math,19,0.6,7,structured_four_line,default,0,0,0,1,5,3,2,0.0,0,cuda
qwen2p5_7b__math_test_00020_f9bb4c02__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00020_f9bb4c02,math,MATH 5,math,20,0.6,7,structured_four_line,default,0,0,0,1,5,4,1,0.0,0,cuda
qwen2p5_7b__math_test_00021_b40f659d__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00021_b40f659d,math,MATH 1,math,21,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00022_8fba220b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00022_8fba220b,math,MATH 4,math,22,0.6,7,structured_four_line,default,0,0,0,1,5,3,2,0.0,0,cuda
qwen2p5_7b__math_test_00023_998c2d9c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00023_998c2d9c,math,MATH 5,math,23,0.6,7,structured_four_line,default,0,0,0,1,5,1,1,0.0,0,cuda
qwen2p5_7b__math_test_00024_f928c750__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00024_f928c750,math,MATH 4,math,24,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen2p5_7b__math_test_00025_4388bd76__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00025_4388bd76,math,MATH 1,math,25,0.6,7,structured_four_line,default,0,0,0,1,5,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00026_4945051e__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00026_4945051e,math,MATH 1,math,26,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen2p5_7b__math_test_00027_9d852676__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00027_9d852676,math,MATH 5,math,27,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen2p5_7b__math_test_00028_a585adcc__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00028_a585adcc,math,MATH 2,math,28,0.6,7,structured_four_line,default,0,0,0,1,5,1,1,0.0,0,cuda
qwen2p5_7b__math_test_00029_1b84e405__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00029_1b84e405,math,MATH 2,math,29,0.6,7,structured_four_line,default,0,0,0,1,5,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00030_a477f137__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00030_a477f137,math,MATH 4,math,30,0.6,7,structured_four_line,default,0,1,0,3,3,3,1,0.9,1,cuda
qwen2p5_7b__math_test_00031_1bbccbd2__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00031_1bbccbd2,math,MATH 5,math,31,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen2p5_7b__math_test_00032_f08fb3bb__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00032_f08fb3bb,math,MATH 3,math,32,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen2p5_7b__math_test_00033_0f789c1f__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00033_0f789c1f,math,MATH 3,math,33,0.6,7,structured_four_line,default,0,1,1,1,1,2,1,1.0,0,cuda
qwen2p5_7b__math_test_00034_dae3e9e5__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00034_dae3e9e5,math,MATH 3,math,34,0.6,7,structured_four_line,default,0,0,0,1,5,4,1,0.0,0,cuda
qwen2p5_7b__math_test_00035_f144cd5e__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00035_f144cd5e,math,MATH 4,math,35,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen2p5_7b__math_test_00036_ccf4238b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00036_ccf4238b,math,MATH 2,math,36,0.6,7,structured_four_line,default,0,0,0,1,5,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00037_2426e280__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00037_2426e280,math,MATH 5,math,37,0.6,7,structured_four_line,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00038_0e7cb690__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00038_0e7cb690,math,MATH 5,math,38,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen2p5_7b__math_test_00039_8ba6a72a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00039_8ba6a72a,math,MATH 4,math,39,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00040_814d16a0__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00040_814d16a0,math,MATH 2,math,40,0.6,7,structured_four_line,default,0,0,0,1,5,1,0,0.0,0,cuda
qwen2p5_7b__math_test_00041_7ad395c5__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00041_7ad395c5,math,MATH 5,math,41,0.6,7,structured_four_line,default,0,0,0,1,5,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00042_39c9185d__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00042_39c9185d,math,MATH 4,math,42,0.6,7,structured_four_line,default,0,0,0,1,5,5,4,0.0,0,cuda
qwen2p5_7b__math_test_00043_62275531__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00043_62275531,math,MATH 3,math,43,0.6,7,structured_four_line,default,0,1,0,2,2,2,1,0.95,1,cuda
qwen2p5_7b__math_test_00044_810e3649__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00044_810e3649,math,MATH 2,math,44,0.6,7,structured_four_line,default,0,1,0,4,4,3,3,0.85,1,cuda
qwen2p5_7b__math_test_00045_152ae8e8__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00045_152ae8e8,math,MATH 3,math,45,0.6,7,structured_four_line,default,0,0,0,1,5,3,2,0.0,0,cuda
qwen2p5_7b__math_test_00046_3e08e6df__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00046_3e08e6df,math,MATH 2,math,46,0.6,7,structured_four_line,default,0,1,0,2,2,2,1,0.95,1,cuda
qwen2p5_7b__math_test_00047_3a39ed4a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00047_3a39ed4a,math,MATH 2,math,47,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00048_6a611c4a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00048_6a611c4a,math,MATH 2,math,48,0.6,7,structured_four_line,default,0,1,0,2,2,1,1,0.95,1,cuda
qwen2p5_7b__math_test_00049_e45e9b10__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00049_e45e9b10,math,MATH 3,math,49,0.6,7,structured_four_line,default,0,0,0,1,5,1,1,0.0,0,cuda
qwen2p5_7b__math_test_00050_f4090aaa__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00050_f4090aaa,math,MATH 4,math,50,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen2p5_7b__math_test_00051_1e5ff908__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00051_1e5ff908,math,MATH 5,math,51,0.6,7,structured_four_line,default,0,0,0,1,5,5,1,0.0,0,cuda
qwen2p5_7b__math_test_00052_5850e1b9__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00052_5850e1b9,math,MATH 3,math,52,0.6,7,structured_four_line,default,0,1,0,4,4,4,1,0.85,1,cuda
qwen2p5_7b__math_test_00053_f8d21f23__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00053_f8d21f23,math,MATH 5,math,53,0.6,7,structured_four_line,default,0,0,0,1,5,5,0,0.0,0,cuda
qwen2p5_7b__math_test_00054_ddf4c852__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00054_ddf4c852,math,MATH 2,math,54,0.6,7,structured_four_line,default,0,0,0,1,5,2,1,0.0,0,cuda
qwen2p5_7b__math_test_00055_24952be5__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00055_24952be5,math,MATH 3,math,55,0.6,7,structured_four_line,default,0,0,0,1,5,1,1,0.0,0,cuda
qwen2p5_7b__math_test_00056_a8c223a1__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00056_a8c223a1,math,MATH 3,math,56,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen2p5_7b__math_test_00057_8236aaa4__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00057_8236aaa4,math,MATH 5,math,57,0.6,7,structured_four_line,default,0,0,0,1,5,3,4,0.0,0,cuda
qwen2p5_7b__math_test_00058_7afa45ab__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00058_7afa45ab,math,MATH 2,math,58,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00059_43a9d185__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00059_43a9d185,math,MATH 5,math,59,0.6,7,structured_four_line,default,0,0,0,1,5,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00060_a67ac75a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00060_a67ac75a,math,MATH 4,math,60,0.6,7,structured_four_line,default,0,0,0,1,5,2,1,0.0,0,cuda
qwen2p5_7b__math_test_00061_4943c966__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00061_4943c966,math,MATH 2,math,61,0.6,7,structured_four_line,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00062_ae97d603__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00062_ae97d603,math,MATH 4,math,62,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen2p5_7b__math_test_00063_7eb01312__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00063_7eb01312,math,MATH 4,math,63,0.6,7,structured_four_line,default,0,0,0,1,5,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00064_56e26e67__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00064_56e26e67,math,MATH 5,math,64,0.6,7,structured_four_line,default,0,0,0,1,5,1,2,0.0,0,cuda
qwen2p5_7b__math_test_00065_1d982f42__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00065_1d982f42,math,MATH 5,math,65,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen2p5_7b__math_test_00066_c503000c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00066_c503000c,math,MATH 3,math,66,0.6,7,structured_four_line,default,0,0,0,1,5,3,0,0.0,0,cuda
qwen2p5_7b__math_test_00067_b2cca4da__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00067_b2cca4da,math,MATH 4,math,67,0.6,7,structured_four_line,default,0,0,0,1,5,2,1,0.0,0,cuda
qwen2p5_7b__math_test_00068_ea595be8__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00068_ea595be8,math,MATH 2,math,68,0.6,7,structured_four_line,default,0,1,0,4,4,4,2,0.85,1,cuda
qwen2p5_7b__math_test_00069_c6dad45a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00069_c6dad45a,math,MATH 2,math,69,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen2p5_7b__math_test_00070_96016437__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00070_96016437,math,MATH 1,math,70,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00071_98672352__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00071_98672352,math,MATH 3,math,71,0.6,7,structured_four_line,default,0,0,0,1,5,2,0,0.0,0,cuda
qwen2p5_7b__math_test_00072_76de8c53__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00072_76de8c53,math,MATH 5,math,72,0.6,7,structured_four_line,default,0,0,0,1,5,2,1,0.0,0,cuda
qwen2p5_7b__math_test_00073_7f9e23c9__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00073_7f9e23c9,math,MATH 3,math,73,0.6,7,structured_four_line,default,0,1,1,1,1,2,0,1.0,1,cuda
qwen2p5_7b__math_test_00074_5b6e5429__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00074_5b6e5429,math,MATH 2,math,74,0.6,7,structured_four_line,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00075_387f76f4__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00075_387f76f4,math,MATH 2,math,75,0.6,7,structured_four_line,default,0,1,0,5,5,5,1,0.8,1,cuda
qwen2p5_7b__math_test_00076_b45bd200__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00076_b45bd200,math,MATH 3,math,76,0.6,7,structured_four_line,default,0,0,0,1,5,1,0,0.0,0,cuda
qwen2p5_7b__math_test_00077_0fdb870e__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00077_0fdb870e,math,MATH 2,math,77,0.6,7,structured_four_line,default,0,1,0,2,2,2,1,0.95,1,cuda
qwen2p5_7b__math_test_00078_7de927b7__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00078_7de927b7,math,MATH 3,math,78,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00079_3f967fbe__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00079_3f967fbe,math,MATH 2,math,79,0.6,7,structured_four_line,default,0,1,0,4,4,3,2,0.85,1,cuda
qwen2p5_7b__math_test_00080_ea7d5602__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00080_ea7d5602,math,MATH 5,math,80,0.6,7,structured_four_line,default,0,1,0,4,4,1,2,0.85,1,cuda
qwen2p5_7b__math_test_00081_df488277__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00081_df488277,math,MATH 1,math,81,0.6,7,structured_four_line,default,0,1,0,4,4,4,2,0.85,1,cuda
qwen2p5_7b__math_test_00082_7fd2e8f8__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00082_7fd2e8f8,math,MATH 3,math,82,0.6,7,structured_four_line,default,0,1,0,5,5,4,3,0.8,1,cuda
qwen2p5_7b__math_test_00083_5465f015__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00083_5465f015,math,MATH 1,math,83,0.6,7,structured_four_line,default,0,1,0,2,2,1,1,0.95,1,cuda
qwen2p5_7b__math_test_00084_c4267ccc__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00084_c4267ccc,math,MATH 5,math,84,0.6,7,structured_four_line,default,0,0,0,1,5,4,1,0.0,0,cuda
qwen2p5_7b__math_test_00085_ab1a6003__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00085_ab1a6003,math,MATH 5,math,85,0.6,7,structured_four_line,default,0,1,0,5,5,5,1,0.8,1,cuda
qwen2p5_7b__math_test_00086_3447bc00__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00086_3447bc00,math,MATH 5,math,86,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen2p5_7b__math_test_00087_649d31a4__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00087_649d31a4,math,MATH 2,math,87,0.6,7,structured_four_line,default,0,1,0,3,3,3,2,0.9,0,cuda
qwen2p5_7b__math_test_00088_207198c5__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00088_207198c5,math,MATH 2,math,88,0.6,7,structured_four_line,default,0,0,0,1,5,1,0,0.0,0,cuda
qwen2p5_7b__math_test_00089_962971ae__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00089_962971ae,math,MATH 2,math,89,0.6,7,structured_four_line,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00090_f27fcf39__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00090_f27fcf39,math,MATH 4,math,90,0.6,7,structured_four_line,default,0,1,0,4,4,5,2,0.85,1,cuda
qwen2p5_7b__math_test_00091_6c78d89b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00091_6c78d89b,math,MATH 2,math,91,0.6,7,structured_four_line,default,0,1,1,1,1,2,1,1.0,0,cuda
qwen2p5_7b__math_test_00092_d2ef929c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00092_d2ef929c,math,MATH 3,math,92,0.6,7,structured_four_line,default,0,0,0,1,5,1,2,0.0,0,cuda
qwen2p5_7b__math_test_00093_c6ee4fae__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00093_c6ee4fae,math,MATH 2,math,93,0.6,7,structured_four_line,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00094_82adbbe7__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00094_82adbbe7,math,MATH 5,math,94,0.6,7,structured_four_line,default,0,0,0,1,5,5,3,0.0,0,cuda
qwen2p5_7b__math_test_00095_21ca381e__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00095_21ca381e,math,MATH 5,math,95,0.6,7,structured_four_line,default,0,0,0,1,5,1,0,0.0,0,cuda
qwen2p5_7b__math_test_00096_9055d1e9__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00096_9055d1e9,math,MATH 5,math,96,0.6,7,structured_four_line,default,0,0,0,1,5,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00097_30394417__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00097_30394417,math,MATH 2,math,97,0.6,7,structured_four_line,default,0,0,0,1,5,2,0,0.0,0,cuda
qwen2p5_7b__math_test_00098_9ceda233__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00098_9ceda233,math,MATH 5,math,98,0.6,7,structured_four_line,default,0,0,0,1,5,1,1,0.0,0,cuda
qwen2p5_7b__math_test_00099_491d2137__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00099_491d2137,math,MATH 3,math,99,0.6,7,structured_four_line,default,0,0,0,1,5,5,2,0.0,0,cuda
qwen2p5_7b__math_test_00100_941d341c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00100_941d341c,math,MATH 1,math,100,0.6,7,structured_four_line,default,0,1,0,3,3,3,2,0.9,1,cuda
qwen2p5_7b__math_test_00101_75e027f9__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00101_75e027f9,math,MATH 1,math,101,0.6,7,structured_four_line,default,0,0,0,1,5,1,0,0.0,0,cuda
qwen2p5_7b__math_test_00102_129dd488__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00102_129dd488,math,MATH 3,math,102,0.6,7,structured_four_line,default,0,1,1,1,1,3,1,1.0,0,cuda
qwen2p5_7b__math_test_00103_7b0f3b51__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00103_7b0f3b51,math,MATH 4,math,103,0.6,7,structured_four_line,default,0,0,0,1,5,3,1,0.0,0,cuda
qwen2p5_7b__math_test_00104_d684f1e9__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00104_d684f1e9,math,MATH 2,math,104,0.6,7,structured_four_line,default,0,1,1,1,1,1,0,1.0,1,cuda
qwen2p5_7b__math_test_00105_6b770d5f__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00105_6b770d5f,math,MATH 3,math,105,0.6,7,structured_four_line,default,0,0,0,1,5,2,0,0.0,0,cuda
qwen2p5_7b__math_test_00106_6e98540c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00106_6e98540c,math,MATH 3,math,106,0.6,7,structured_four_line,default,0,0,0,1,5,2,1,0.0,0,cuda
