run_id,model_alias,model_name,task_id,domain,difficulty,task_source,task_source_index,temperature,seed,prompt_mode,system_prompt_mode,is_baseline,ever_correct,correct_at_step_1,oracle_stop,first_correct_step,first_model_stop_step,revision_count,best_utility,final_correct,device
qwen2p5_7b__math_test_00010_88e977e0__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00010_88e977e0,math,MATH 3,math,10,0.1,7,minimal_json,default,0,0,0,1,14,9,7,0.0,0,cuda
qwen2p5_7b__math_test_00011_3e051151__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00011_3e051151,math,MATH 2,math,11,0.1,7,minimal_json,default,0,1,0,3,3,3,4,0.9,1,cuda
qwen2p5_7b__math_test_00012_2ce46331__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00012_2ce46331,math,MATH 5,math,12,0.1,7,minimal_json,default,0,0,0,1,14,3,2,0.0,0,cuda
qwen2p5_7b__math_test_00013_3fae6c79__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00013_3fae6c79,math,MATH 3,math,13,0.1,7,minimal_json,default,0,0,0,1,14,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00014_4bed628b__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00014_4bed628b,math,MATH 4,math,14,0.1,7,minimal_json,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00015_04ca2ad3__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00015_04ca2ad3,math,MATH 2,math,15,0.1,7,minimal_json,default,0,0,0,1,14,3,1,0.0,0,cuda
qwen2p5_7b__math_test_00016_da610902__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00016_da610902,math,MATH 1,math,16,0.1,7,minimal_json,default,0,1,0,5,5,5,4,0.8,1,cuda
qwen2p5_7b__math_test_00017_c6ed297b__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00017_c6ed297b,math,MATH 1,math,17,0.1,7,minimal_json,default,0,1,0,4,4,6,4,0.85,1,cuda
qwen2p5_7b__math_test_00018_407dceb0__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00018_407dceb0,math,MATH 3,math,18,0.1,7,minimal_json,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00019_646b1b85__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00019_646b1b85,math,MATH 4,math,19,0.1,7,minimal_json,default,0,1,0,3,3,3,2,0.9,1,cuda
qwen2p5_7b__math_test_00020_f9bb4c02__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00020_f9bb4c02,math,MATH 5,math,20,0.1,7,minimal_json,default,0,0,0,1,14,14,7,0.0,0,cuda
qwen2p5_7b__math_test_00021_b40f659d__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00021_b40f659d,math,MATH 1,math,21,0.1,7,minimal_json,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00022_8fba220b__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00022_8fba220b,math,MATH 4,math,22,0.1,7,minimal_json,default,0,0,0,1,14,4,4,0.0,0,cuda
qwen2p5_7b__math_test_00023_998c2d9c__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00023_998c2d9c,math,MATH 5,math,23,0.1,7,minimal_json,default,0,0,0,1,14,14,2,0.0,0,cuda
qwen2p5_7b__math_test_00024_f928c750__temp0.10__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00024_f928c750,math,MATH 4,math,24,0.1,7,minimal_json,default,0,0,0,1,14,11,11,0.0,0,cuda
qwen2p5_7b__math_test_00000_5a6bb412__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00000_5a6bb412,math,MATH 4,math,0,0.6,7,minimal_json,default,0,1,0,3,3,7,3,0.9,1,cuda
qwen2p5_7b__math_test_00001_28176864__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00001_28176864,math,MATH 5,math,1,0.6,7,minimal_json,default,0,0,0,1,14,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00002_12859ab8__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00002_12859ab8,math,MATH 5,math,2,0.6,7,minimal_json,default,0,1,0,4,4,4,3,0.85,1,cuda
qwen2p5_7b__math_test_00003_b88cddac__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00003_b88cddac,math,MATH 2,math,3,0.6,7,minimal_json,default,0,1,0,6,6,6,6,0.75,1,cuda
qwen2p5_7b__math_test_00004_d6afb929__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00004_d6afb929,math,MATH 5,math,4,0.6,7,minimal_json,default,0,0,0,1,14,4,4,0.0,0,cuda
qwen2p5_7b__math_test_00005_82ab404f__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00005_82ab404f,math,MATH 5,math,5,0.6,7,minimal_json,default,0,0,0,1,14,14,11,0.0,0,cuda
qwen2p5_7b__math_test_00006_27e7448e__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00006_27e7448e,math,MATH 4,math,6,0.6,7,minimal_json,default,0,1,0,10,10,12,5,0.55,1,cuda
qwen2p5_7b__math_test_00007_8a27500a__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00007_8a27500a,math,MATH 5,math,7,0.6,7,minimal_json,default,0,0,0,1,14,14,2,0.0,0,cuda
qwen2p5_7b__math_test_00008_e894d48c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00008_e894d48c,math,MATH 2,math,8,0.6,7,minimal_json,default,0,1,0,4,4,3,3,0.85,1,cuda
qwen2p5_7b__math_test_00009_99c62e67__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00009_99c62e67,math,MATH 3,math,9,0.6,7,minimal_json,default,0,0,0,1,14,14,5,0.0,0,cuda
qwen2p5_7b__math_test_00010_88e977e0__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00010_88e977e0,math,MATH 3,math,10,0.6,7,minimal_json,default,0,0,0,1,14,12,7,0.0,0,cuda
qwen2p5_7b__math_test_00011_3e051151__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00011_3e051151,math,MATH 2,math,11,0.6,7,minimal_json,default,0,1,0,2,2,3,1,0.95,1,cuda
qwen2p5_7b__math_test_00012_2ce46331__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00012_2ce46331,math,MATH 5,math,12,0.6,7,minimal_json,default,0,0,0,1,14,14,8,0.0,0,cuda
qwen2p5_7b__math_test_00013_3fae6c79__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00013_3fae6c79,math,MATH 3,math,13,0.6,7,minimal_json,default,0,0,0,1,14,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00014_4bed628b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00014_4bed628b,math,MATH 4,math,14,0.6,7,minimal_json,default,0,0,0,1,14,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00015_04ca2ad3__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00015_04ca2ad3,math,MATH 2,math,15,0.6,7,minimal_json,default,0,0,0,1,14,3,1,0.0,0,cuda
qwen2p5_7b__math_test_00016_da610902__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00016_da610902,math,MATH 1,math,16,0.6,7,minimal_json,default,0,1,0,5,5,7,2,0.8,1,cuda
qwen2p5_7b__math_test_00017_c6ed297b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00017_c6ed297b,math,MATH 1,math,17,0.6,7,minimal_json,default,0,1,0,4,4,4,3,0.85,1,cuda
qwen2p5_7b__math_test_00018_407dceb0__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00018_407dceb0,math,MATH 3,math,18,0.6,7,minimal_json,default,0,1,0,3,3,3,2,0.9,1,cuda
qwen2p5_7b__math_test_00019_646b1b85__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00019_646b1b85,math,MATH 4,math,19,0.6,7,minimal_json,default,0,1,0,5,5,5,3,0.8,1,cuda
qwen2p5_7b__math_test_00020_f9bb4c02__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00020_f9bb4c02,math,MATH 5,math,20,0.6,7,minimal_json,default,0,0,0,1,14,14,5,0.0,0,cuda
qwen2p5_7b__math_test_00021_b40f659d__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00021_b40f659d,math,MATH 1,math,21,0.6,7,minimal_json,default,0,1,0,2,2,2,3,0.95,1,cuda
qwen2p5_7b__math_test_00022_8fba220b__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00022_8fba220b,math,MATH 4,math,22,0.6,7,minimal_json,default,0,0,0,1,14,6,4,0.0,0,cuda
qwen2p5_7b__math_test_00023_998c2d9c__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00023_998c2d9c,math,MATH 5,math,23,0.6,7,minimal_json,default,0,0,0,1,14,4,3,0.0,0,cuda
qwen2p5_7b__math_test_00024_f928c750__temp0.60__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00024_f928c750,math,MATH 4,math,24,0.6,7,minimal_json,default,0,0,0,1,14,5,4,0.0,0,cuda
qwen2p5_7b__math_test_00000_5a6bb412__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00000_5a6bb412,math,MATH 4,math,0,1.0,7,minimal_json,default,0,1,0,3,3,6,2,0.9,0,cuda
qwen2p5_7b__math_test_00001_28176864__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00001_28176864,math,MATH 5,math,1,1.0,7,minimal_json,default,0,0,0,1,14,5,4,0.0,0,cuda
qwen2p5_7b__math_test_00002_12859ab8__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00002_12859ab8,math,MATH 5,math,2,1.0,7,minimal_json,default,0,1,0,7,7,7,6,0.7,1,cuda
qwen2p5_7b__math_test_00003_b88cddac__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00003_b88cddac,math,MATH 2,math,3,1.0,7,minimal_json,default,0,0,0,1,14,14,3,0.0,0,cuda
qwen2p5_7b__math_test_00004_d6afb929__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00004_d6afb929,math,MATH 5,math,4,1.0,7,minimal_json,default,0,0,0,1,14,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00005_82ab404f__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00005_82ab404f,math,MATH 5,math,5,1.0,7,minimal_json,default,0,1,0,9,9,10,3,0.6,1,cuda
qwen2p5_7b__math_test_00006_27e7448e__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00006_27e7448e,math,MATH 4,math,6,1.0,7,minimal_json,default,0,1,0,7,7,11,7,0.7,1,cuda
qwen2p5_7b__math_test_00007_8a27500a__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00007_8a27500a,math,MATH 5,math,7,1.0,7,minimal_json,default,0,0,0,1,14,14,3,0.0,0,cuda
qwen2p5_7b__math_test_00008_e894d48c__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00008_e894d48c,math,MATH 2,math,8,1.0,7,minimal_json,default,0,1,0,6,6,6,8,0.75,1,cuda
qwen2p5_7b__math_test_00009_99c62e67__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00009_99c62e67,math,MATH 3,math,9,1.0,7,minimal_json,default,0,0,0,1,14,12,5,0.0,0,cuda
qwen2p5_7b__math_test_00010_88e977e0__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00010_88e977e0,math,MATH 3,math,10,1.0,7,minimal_json,default,0,0,0,1,14,9,12,0.0,0,cuda
qwen2p5_7b__math_test_00011_3e051151__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00011_3e051151,math,MATH 2,math,11,1.0,7,minimal_json,default,0,1,0,3,3,3,2,0.9,1,cuda
qwen2p5_7b__math_test_00012_2ce46331__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00012_2ce46331,math,MATH 5,math,12,1.0,7,minimal_json,default,0,0,0,1,14,4,4,0.0,0,cuda
qwen2p5_7b__math_test_00013_3fae6c79__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00013_3fae6c79,math,MATH 3,math,13,1.0,7,minimal_json,default,0,1,0,13,13,13,6,0.3999999999999999,0,cuda
qwen2p5_7b__math_test_00014_4bed628b__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00014_4bed628b,math,MATH 4,math,14,1.0,7,minimal_json,default,0,1,0,3,3,3,3,0.9,1,cuda
qwen2p5_7b__math_test_00015_04ca2ad3__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00015_04ca2ad3,math,MATH 2,math,15,1.0,7,minimal_json,default,0,0,0,1,14,3,2,0.0,0,cuda
qwen2p5_7b__math_test_00016_da610902__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00016_da610902,math,MATH 1,math,16,1.0,7,minimal_json,default,0,1,0,4,4,4,5,0.85,1,cuda
qwen2p5_7b__math_test_00017_c6ed297b__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00017_c6ed297b,math,MATH 1,math,17,1.0,7,minimal_json,default,0,1,0,6,6,6,7,0.75,1,cuda
qwen2p5_7b__math_test_00018_407dceb0__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00018_407dceb0,math,MATH 3,math,18,1.0,7,minimal_json,default,0,1,0,3,3,3,2,0.9,1,cuda
qwen2p5_7b__math_test_00019_646b1b85__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00019_646b1b85,math,MATH 4,math,19,1.0,7,minimal_json,default,0,0,0,1,14,4,2,0.0,0,cuda
qwen2p5_7b__math_test_00020_f9bb4c02__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00020_f9bb4c02,math,MATH 5,math,20,1.0,7,minimal_json,default,0,0,0,1,14,6,4,0.0,0,cuda
qwen2p5_7b__math_test_00021_b40f659d__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00021_b40f659d,math,MATH 1,math,21,1.0,7,minimal_json,default,0,1,0,5,5,5,6,0.8,1,cuda
qwen2p5_7b__math_test_00022_8fba220b__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00022_8fba220b,math,MATH 4,math,22,1.0,7,minimal_json,default,0,0,0,1,14,6,2,0.0,0,cuda
qwen2p5_7b__math_test_00023_998c2d9c__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00023_998c2d9c,math,MATH 5,math,23,1.0,7,minimal_json,default,0,0,0,1,14,3,1,0.0,0,cuda
qwen2p5_7b__math_test_00024_f928c750__temp1.00__seed7,qwen2p5_7b,Qwen/Qwen2.5-7B-Instruct,math_test_00024_f928c750,math,MATH 4,math,24,1.0,7,minimal_json,default,0,0,0,1,14,5,5,0.0,0,cuda
